9.536743164062500000e-07,0.000000000000000000e+00,0.000000000000000000e+00
2.129077911376953125e-04,1.600000000000000000e+01,1.600000000000000000e+01
3.209114074707031250e-04,2.500000000000000000e+01,2.500000000000000000e+01
4.310607910156250000e-04,3.300000000000000000e+01,3.300000000000000000e+01
6.351470947265625000e-04,4.900000000000000000e+01,4.900000000000000000e+01
7.998943328857421875e-04,6.100000000000000000e+01,6.100000000000000000e+01
9.770393371582031250e-04,7.500000000000000000e+01,7.500000000000000000e+01
1.065015792846679688e-03,8.100000000000000000e+01,8.100000000000000000e+01
1.224279403686523438e-03,9.400000000000000000e+01,9.400000000000000000e+01
1.399993896484375000e-03,1.070000000000000000e+02,1.070000000000000000e+02
1.513004302978515625e-03,1.160000000000000000e+02,1.160000000000000000e+02
1.621007919311523438e-03,1.240000000000000000e+02,1.240000000000000000e+02
1.725196838378906250e-03,1.320000000000000000e+02,1.320000000000000000e+02
1.832962036132812500e-03,1.400000000000000000e+02,1.400000000000000000e+02
1.938104629516601562e-03,1.480000000000000000e+02,1.480000000000000000e+02
2.037048339843750000e-03,1.560000000000000000e+02,1.560000000000000000e+02
2.207994461059570312e-03,1.690000000000000000e+02,1.690000000000000000e+02
2.301216125488281250e-03,1.760000000000000000e+02,1.760000000000000000e+02
2.416133880615234375e-03,1.850000000000000000e+02,1.850000000000000000e+02
2.538919448852539062e-03,1.940000000000000000e+02,1.940000000000000000e+02
2.617120742797851562e-03,2.000000000000000000e+02,2.000000000000000000e+02
2.691030502319335938e-03,2.060000000000000000e+02,2.060000000000000000e+02
2.781152725219726562e-03,2.130000000000000000e+02,2.130000000000000000e+02
2.939224243164062500e-03,2.250000000000000000e+02,2.250000000000000000e+02
3.079175949096679688e-03,2.350000000000000000e+02,2.350000000000000000e+02
3.238201141357421875e-03,2.480000000000000000e+02,2.480000000000000000e+02
3.386020660400390625e-03,2.590000000000000000e+02,2.590000000000000000e+02
3.483057022094726562e-03,2.660000000000000000e+02,2.660000000000000000e+02
3.583908081054687500e-03,2.740000000000000000e+02,2.740000000000000000e+02
3.751039505004882812e-03,2.870000000000000000e+02,2.870000000000000000e+02
3.880977630615234375e-03,2.970000000000000000e+02,2.970000000000000000e+02
3.977060317993164062e-03,3.040000000000000000e+02,3.040000000000000000e+02
4.052877426147460938e-03,3.100000000000000000e+02,3.100000000000000000e+02
4.141092300415039062e-03,3.170000000000000000e+02,3.170000000000000000e+02
4.286050796508789062e-03,3.280000000000000000e+02,3.280000000000000000e+02
4.382848739624023438e-03,3.350000000000000000e+02,3.350000000000000000e+02
4.568099975585937500e-03,3.490000000000000000e+02,3.490000000000000000e+02
4.677057266235351562e-03,3.580000000000000000e+02,3.580000000000000000e+02
4.822015762329101562e-03,3.690000000000000000e+02,3.690000000000000000e+02
4.913091659545898438e-03,3.760000000000000000e+02,3.760000000000000000e+02
5.043983459472656250e-03,3.860000000000000000e+02,3.860000000000000000e+02
5.155086517333984375e-03,3.940000000000000000e+02,3.940000000000000000e+02
5.357980728149414062e-03,4.100000000000000000e+02,4.100000000000000000e+02
5.453109741210937500e-03,4.170000000000000000e+02,4.170000000000000000e+02
5.592107772827148438e-03,4.280000000000000000e+02,4.280000000000000000e+02
5.731105804443359375e-03,4.380000000000000000e+02,4.380000000000000000e+02
5.836963653564453125e-03,4.460000000000000000e+02,4.460000000000000000e+02
5.915164947509765625e-03,4.520000000000000000e+02,4.520000000000000000e+02
6.009101867675781250e-03,4.590000000000000000e+02,4.590000000000000000e+02
6.181001663208007812e-03,4.730000000000000000e+02,4.730000000000000000e+02
6.269216537475585938e-03,4.790000000000000000e+02,4.790000000000000000e+02
6.460189819335937500e-03,4.940000000000000000e+02,4.940000000000000000e+02
6.603002548217773438e-03,5.050000000000000000e+02,5.050000000000000000e+02
6.701946258544921875e-03,5.120000000000000000e+02,5.120000000000000000e+02
6.804943084716796875e-03,5.200000000000000000e+02,5.200000000000000000e+02
6.983041763305664062e-03,5.340000000000000000e+02,5.340000000000000000e+02
7.091999053955078125e-03,5.420000000000000000e+02,5.420000000000000000e+02
7.242918014526367188e-03,5.540000000000000000e+02,5.540000000000000000e+02
7.373094558715820312e-03,5.640000000000000000e+02,5.640000000000000000e+02
7.452249526977539062e-03,5.700000000000000000e+02,5.700000000000000000e+02
7.560968399047851562e-03,5.780000000000000000e+02,5.780000000000000000e+02
7.711887359619140625e-03,5.900000000000000000e+02,5.900000000000000000e+02
7.890224456787109375e-03,6.030000000000000000e+02,6.030000000000000000e+02
8.023977279663085938e-03,6.130000000000000000e+02,6.130000000000000000e+02
8.117914199829101562e-03,6.210000000000000000e+02,6.210000000000000000e+02
8.221149444580078125e-03,6.290000000000000000e+02,6.290000000000000000e+02
8.337020874023437500e-03,6.370000000000000000e+02,6.370000000000000000e+02
8.445262908935546875e-03,6.460000000000000000e+02,6.460000000000000000e+02
8.583068847656250000e-03,6.560000000000000000e+02,6.560000000000000000e+02
8.735895156860351562e-03,6.680000000000000000e+02,6.680000000000000000e+02
8.855104446411132812e-03,6.770000000000000000e+02,6.770000000000000000e+02
8.968830108642578125e-03,6.860000000000000000e+02,6.860000000000000000e+02
9.060144424438476562e-03,6.930000000000000000e+02,6.930000000000000000e+02
9.133100509643554688e-03,6.980000000000000000e+02,6.980000000000000000e+02
9.234189987182617188e-03,7.060000000000000000e+02,7.060000000000000000e+02
9.413003921508789062e-03,7.200000000000000000e+02,7.200000000000000000e+02
9.502172470092773438e-03,7.260000000000000000e+02,7.260000000000000000e+02
9.651899337768554688e-03,7.380000000000000000e+02,7.380000000000000000e+02
9.788036346435546875e-03,7.480000000000000000e+02,7.480000000000000000e+02
9.928226470947265625e-03,7.590000000000000000e+02,7.590000000000000000e+02
1.003003120422363281e-02,7.670000000000000000e+02,7.670000000000000000e+02
1.021313667297363281e-02,7.810000000000000000e+02,7.810000000000000000e+02
1.033592224121093750e-02,7.900000000000000000e+02,7.900000000000000000e+02
1.047301292419433594e-02,8.000000000000000000e+02,8.000000000000000000e+02
1.057410240173339844e-02,8.080000000000000000e+02,8.080000000000000000e+02
1.068687438964843750e-02,8.170000000000000000e+02,8.170000000000000000e+02
1.083898544311523438e-02,8.280000000000000000e+02,8.280000000000000000e+02
1.103401184082031250e-02,8.430000000000000000e+02,8.430000000000000000e+02
1.115202903747558594e-02,8.520000000000000000e+02,8.520000000000000000e+02
1.126503944396972656e-02,8.610000000000000000e+02,8.610000000000000000e+02
1.135706901550292969e-02,8.680000000000000000e+02,8.680000000000000000e+02
1.143002510070800781e-02,8.730000000000000000e+02,8.730000000000000000e+02
1.152396202087402344e-02,8.810000000000000000e+02,8.810000000000000000e+02
1.159811019897460938e-02,8.860000000000000000e+02,8.860000000000000000e+02
1.181316375732421875e-02,9.030000000000000000e+02,9.030000000000000000e+02
1.193499565124511719e-02,9.120000000000000000e+02,9.120000000000000000e+02
1.205015182495117188e-02,9.210000000000000000e+02,9.210000000000000000e+02
1.224207878112792969e-02,9.350000000000000000e+02,9.350000000000000000e+02
1.235818862915039062e-02,9.440000000000000000e+02,9.440000000000000000e+02
