"1648164319.4877172","54.0"
"1648164319.487904","83.41"
"1648164319.488","83.15"
"1648164319.48809","83.28"
"1648164319.48818","83.28"
"1648164319.488266","83.28"
"1648164319.488349","83.15"
"1648164319.488535","82.89"
"1648164319.488692","82.89"
"1648164319.488805","83.28"
"1648164319.4889011","83.28"
"1648164319.488988","83.28"
"1648164319.4890618","84.18"
"1648164319.489141","83.02"
"1648164319.489202","83.28"
"1648164319.489263","83.41"
"1648164319.489336","83.28"
"1648164319.4894102","83.15"
"1648164319.4894688","83.41"
"1648164319.489564","83.15"
"1648164319.489631","83.15"
"1648164319.489697","83.28"
"1648164319.489772","83.67"
"1648164319.489842","83.15"
"1648164319.489909","83.8"
"1648164319.4899971","83.28"
"1648164319.490069","83.28"
"1648164319.49015","83.41"
"1648164319.4902248","82.89"
"1648164319.490311","83.54"
"1648164319.490397","83.15"
"1648164319.490471","83.28"
"1648164319.490531","83.28"
"1648164319.490592","83.15"
"1648164319.4906518","83.54"
"1648164319.490714","83.02"
"1648164319.4907699","82.89"
"1648164319.490826","83.67"
"1648164319.4909089","83.28"
"1648164319.490967","83.41"
"1648164319.491025","83.8"
"1648164319.491096","83.28"
"1648164319.491169","83.15"
"1648164319.49124","83.28"
"1648164319.491338","83.28"
"1648164319.491429","83.28"
"1648164319.49151","83.28"
"1648164319.491601","83.15"
"1648164319.491664","83.54"
"1648164319.491727","83.02"
"1648164319.49179","83.41"
"1648164319.4918542","83.41"
"1648164319.4919171","82.64"
"1648164319.49198","83.67"
"1648164319.492049","83.28"
"1648164319.4921129","83.67"
"1648164319.492197","83.54"
"1648164319.492264","83.93"
"1648164319.4923441","83.41"
"1648164319.492427","82.38"
"1648164319.492487","82.89"
"1648164319.492563","83.02"
"1648164319.4926322","83.02"
"1648164319.492695","82.77"
"1648164319.492756","82.51"
"1648164319.4928188","82.51"
"1648164319.492876","84.57"
"1648164319.4929311","81.73"
"1648164319.4929888","81.73"
"1648164319.493048","83.54"
"1648164319.493108","82.89"
"1648164319.493171","82.51"
"1648164319.493227","84.83"
"1648164319.493293","82.77"
"1648164319.493351","83.28"
"1648164319.493461","83.02"
"1648164319.493557","83.28"
"1648164319.493631","83.28"
"1648164319.4937038","82.12"
"1648164319.49377","81.86"
"1648164319.493829","84.18"
"1648164319.4938931","84.18"
"1648164319.493958","82.77"
"1648164319.4940228","83.41"
"1648164319.494081","82.64"
"1648164319.494137","83.54"
"1648164319.4942038","82.89"
"1648164319.494269","83.02"
"1648164319.494326","83.28"
"1648164319.494391","82.77"
"1648164319.494449","84.18"
"1648164319.4945111","83.28"
"1648164319.494587","82.77"
"1648164319.494688","82.64"
"1648164319.494758","83.15"
"1648164319.494832","84.57"
"1648164319.494894","83.15"
"1648164319.4949582","83.02"
"1648164319.4950202","83.54"
"1648164319.495083","83.8"
"1648164319.495141","82.38"
"1648164319.4952","83.28"
"1648164319.4952672","83.41"
"1648164319.495352","84.83"
"1648164319.495444","82.25"
"1648164319.49553","83.28"
"1648164319.495611","83.67"
"1648164319.495695","83.41"
"1648164319.4957812","83.28"
"1648164319.495865","83.41"
"1648164319.4960508","83.15"
"1648164319.496125","83.54"
"1648164319.4961889","83.15"
"1648164319.496275","83.28"
"1648164319.496338","83.28"
"1648164319.4964108","82.77"
"1648164319.496493","83.15"
"1648164319.496572","83.67"
"1648164319.496661","83.28"
"1648164319.4967418","83.54"
"1648164319.496834","82.77"
"1648164319.496918","82.64"
"1648164319.497","83.28"
"1648164319.4970849","83.41"
"1648164319.497184","83.15"
"1648164319.497302","83.02"
"1648164319.497386","83.8"
"1648164319.49747","83.41"
"1648164319.497569","83.67"
"1648164319.497725","83.28"
"1648164319.4978151","83.02"
"1648164319.4978921","82.25"
"1648164319.497976","83.28"
"1648164319.498059","83.02"
"1648164319.4981399","83.28"
"1648164319.4982212","82.77"
"1648164319.498302","83.41"
"1648164319.498383","83.41"
"1648164319.498469","83.15"
"1648164319.498615","83.15"
"1648164319.498703","83.15"
"1648164319.498815","83.15"
"1648164319.498903","83.28"
"1648164319.499016","83.28"
"1648164319.499104","83.41"
"1648164319.4992158","83.02"
"1648164319.4993029","83.28"
"1648164319.499419","83.54"
"1648164319.499508","83.41"
"1648164319.499594","85.09"
"1648164319.499676","83.28"
"1648164319.4997592","83.28"
"1648164319.4998841","83.15"
"1648164319.500013","83.28"
"1648164319.500106","83.15"
"1648164319.500198","82.51"
"1648164319.500268","83.41"
"1648164319.500337","83.41"
"1648164319.500397","83.41"
"1648164319.5004559","83.02"
"1648164319.500514","83.8"
"1648164319.500572","83.02"
"1648164319.500631","83.41"
"1648164319.500692","82.38"
"1648164319.50075","83.15"
"1648164319.500808","83.02"
"1648164319.500866","83.54"
"1648164319.5009458","83.41"
"1648164319.501011","83.15"
"1648164319.501111","82.89"
"1648164319.501206","83.15"
"1648164319.5012732","83.28"
"1648164319.5013409","82.77"
"1648164319.5014021","83.41"
"1648164319.5014882","83.02"
"1648164319.5015712","83.28"
"1648164319.501664","83.02"
"1648164319.501735","83.28"
"1648164319.501792","83.28"
"1648164319.501864","83.54"
"1648164319.5019252","83.41"
"1648164319.501987","83.15"
"1648164319.502048","82.89"
"1648164319.50211","83.28"
"1648164319.5021708","83.41"
"1648164319.5022662","83.67"
"1648164319.502357","84.18"
"1648164319.5024252","83.28"
"1648164319.502486","83.41"
"1648164319.50256","83.28"
"1648164319.502621","83.28"
"1648164319.502696","83.15"
"1648164319.502775","83.15"
"1648164319.5028732","83.54"
"1648164319.5030138","82.64"
"1648164319.503102","83.28"
"1648164319.5032089","82.51"
"1648164319.503283","83.15"
"1648164319.503353","83.02"
"1648164319.503409","83.15"
"1648164319.503475","83.28"
"1648164319.50354","83.15"
"1648164319.5036328","83.15"
"1648164319.503734","83.54"
"1648164319.503839","83.28"
"1648164319.503923","83.28"
"1648164319.5039942","83.41"
"1648164319.504077","83.41"
"1648164319.50416","83.28"
"1648164319.5042381","83.41"
"1648164319.5043159","82.89"
"1648164319.504395","82.51"
"1648164319.5044742","83.41"
"1648164319.504558","83.15"
"1648164319.504639","83.28"
"1648164319.504825","83.41"
"1648164319.5049212","82.89"
"1648164319.50501","83.15"
"1648164319.505086","83.28"
"1648164319.505158","82.64"
"1648164319.505217","83.28"
"1648164319.505281","83.28"
"1648164319.505363","82.51"
"1648164319.505423","82.77"
"1648164319.505488","83.41"
"1648164319.505546","83.28"
"1648164319.505609","83.54"
"1648164319.5056698","83.02"
"1648164319.505725","83.28"
"1648164319.505779","83.54"
"1648164319.505839","83.8"
"1648164319.505905","83.15"
"1648164319.5059772","83.54"
"1648164319.506072","83.28"
"1648164319.5061498","83.41"
"1648164319.506233","83.54"
"1648164319.5063","83.28"
"1648164319.506376","83.28"
"1648164319.5064409","83.28"
"1648164319.506499","83.28"
"1648164319.506573","83.28"
"1648164319.50663","83.28"
"1648164319.506696","83.28"
"1648164319.5067542","83.28"
"1648164319.506809","83.41"
"1648164319.5068748","83.28"
"1648164319.5069351","83.15"
"1648164319.5069928","83.28"
"1648164319.507054","83.28"
"1648164319.5071108","83.28"
"1648164319.507172","83.54"
"1648164319.50723","83.15"
"1648164319.507303","83.15"
"1648164319.5073862","82.89"
"1648164319.5074618","83.15"
"1648164319.507534","83.15"
"1648164319.507603","82.64"
"1648164319.507665","83.28"
"1648164319.5077279","83.28"
"1648164319.5078342","83.28"
"1648164319.507921","83.41"
"1648164319.507991","83.41"
"1648164319.508049","83.28"
"1648164319.5081081","83.41"
"1648164319.5081658","83.15"
"1648164319.508224","83.41"
"1648164319.508285","83.28"
"1648164319.508346","83.15"
"1648164319.508406","83.41"
"1648164319.508478","83.41"
"1648164319.508574","83.41"
"1648164319.50866","83.41"
"1648164319.508733","83.41"
"1648164319.5087948","83.28"
"1648164319.508854","83.41"
"1648164319.5089211","83.28"
"1648164319.508982","83.28"
"1648164319.509077","83.15"
"1648164319.509143","83.28"
"1648164319.5092092","83.28"
"1648164319.509266","83.28"
"1648164319.509328","83.41"
"1648164319.509396","83.15"
"1648164319.5094662","83.28"
"1648164319.509536","83.15"
"1648164319.509623","83.41"
"1648164319.509701","82.89"
"1648164319.509782","83.28"
"1648164319.5098538","83.41"
"1648164319.5099132","83.28"
"1648164319.5099719","83.28"
"1648164319.51003","83.02"
"1648164319.510091","83.8"
"1648164319.510148","83.41"
"1648164319.510205","83.15"
"1648164319.5102599","83.28"
"1648164319.5103302","83.15"
"1648164319.5103848","83.15"
"1648164319.51045","83.67"
"1648164319.5105112","83.41"
"1648164319.510568","83.15"
"1648164319.510623","83.41"
"1648164319.51068","83.28"
"1648164319.5107431","83.28"
"1648164319.510819","83.28"
"1648164319.5109189","82.89"
"1648164319.5109901","80.83"
"1648164319.511061","83.28"
"1648164319.5111418","83.28"
"1648164319.5112162","83.15"
"1648164319.511275","83.02"
"1648164319.511342","83.15"
"1648164319.511403","83.15"
"1648164319.51146","83.02"
"1648164319.5115361","83.41"
"1648164319.511594","83.41"
"1648164319.511661","83.28"
"1648164319.511722","83.15"
"1648164319.511778","83.15"
"1648164319.5118332","83.28"
"1648164319.51189","83.15"
"1648164319.511946","83.41"
"1648164319.51201","83.41"
"1648164319.512157","83.28"
"1648164319.512279","83.15"
"1648164319.512373","83.54"
"1648164319.512457","83.15"
"1648164319.512537","83.02"
"1648164319.512618","81.22"
"1648164319.5126998","83.28"
"1648164319.512769","83.02"
"1648164319.512848","83.28"
"1648164319.512906","83.28"
"1648164319.512966","83.02"
"1648164319.513023","83.41"
"1648164319.513081","83.54"
"1648164319.513139","82.77"
"1648164319.513197","83.02"
"1648164319.513254","83.15"
"1648164319.5133178","82.64"
"1648164319.513382","83.67"
"1648164319.513449","82.25"
"1648164319.513519","83.15"
"1648164319.513611","83.54"
"1648164319.5137029","83.67"
"1648164319.513775","81.86"
"1648164319.513833","83.93"
"1648164319.5138931","83.41"
"1648164319.5139542","82.77"
"1648164319.514016","83.28"
"1648164319.514077","82.77"
"1648164319.514133","82.38"
"1648164319.5141928","82.12"
"1648164319.51425","83.67"
"1648164319.514312","83.15"
"1648164319.514373","82.38"
"1648164319.514432","85.09"
"1648164319.5144901","82.38"
"1648164319.51455","82.64"
"1648164319.5146291","82.89"
"1648164319.514693","84.57"
"1648164319.5147898","83.28"
"1648164319.51486","83.8"
"1648164319.514924","82.89"
"1648164319.514983","84.7"
"1648164319.515042","83.93"
"1648164319.5151","83.54"
"1648164319.515158","83.02"
"1648164319.5152168","82.12"
"1648164319.515278","82.77"
"1648164319.515336","83.67"
"1648164319.515394","82.12"
"1648164319.515451","83.41"
"1648164319.515506","83.8"
"1648164319.515559","84.57"
"1648164319.515614","83.41"
"1648164319.515678","84.06"
"1648164319.515761","83.54"
"1648164319.515837","85.73"
"1648164319.5159109","88.83"
"1648164319.515969","91.54"
"1648164319.5160398","93.99"
"1648164319.5161018","94.25"
"1648164319.516161","92.31"
"1648164319.516221","89.99"
"1648164319.516277","87.8"
"1648164319.5163388","85.99"
"1648164319.5164","81.35"
"1648164319.516458","79.8"
"1648164319.5165162","76.32"
"1648164319.516573","74.38"
"1648164319.51663","73.61"
"1648164319.516695","72.83"
"1648164319.516756","73.35"
"1648164319.5168169","75.28"
"1648164319.516897","77.61"
"1648164319.51699","80.7"
"1648164319.5170538","83.8"
"1648164319.5171258","87.02"
"1648164319.517184","89.73"
"1648164319.517246","92.18"
"1648164319.5173068","93.21"
"1648164319.517368","93.47"
"1648164319.5174289","93.09"
"1648164319.51749","90.89"
"1648164319.5175512","89.09"
"1648164319.517688","85.47"
"1648164319.517754","82.12"
"1648164319.517824","79.15"
"1648164319.5178812","76.44"
"1648164319.5179389","74.25"
"1648164319.517995","73.61"
"1648164319.5180569","72.83"
"1648164319.518131","73.86"
"1648164319.518243","75.41"
"1648164319.518311","77.86"
"1648164319.518378","80.44"
"1648164319.51844","83.93"
"1648164319.518502","87.15"
"1648164319.5185611","89.73"
"1648164319.518641","92.05"
"1648164319.5186958","93.09"
"1648164319.518759","93.6"
"1648164319.518822","92.83"
"1648164319.518882","90.76"
"1648164319.5189362","88.31"
"1648164319.518989","85.47"
"1648164319.5190442","82.38"
"1648164319.519108","79.41"
"1648164319.519169","76.57"
"1648164319.519231","73.86"
"1648164319.519308","73.09"
"1648164319.5193841","73.22"
"1648164319.519459","73.48"
"1648164319.51953","75.28"
"1648164319.519626","77.61"
"1648164319.519713","80.44"
"1648164319.5198112","84.7"
"1648164319.519884","87.15"
"1648164319.519951","89.86"
"1648164319.520011","92.44"
"1648164319.520065","93.09"
"1648164319.520125","93.47"
"1648164319.5871098","92.83"
"1648164319.687503","91.15"
"1648164319.7872498","88.96"
"1648164319.88732","85.73"
"1648164319.987586","82.25"
"1648164320.0873878","79.15"
"1648164320.187638","76.32"
"1648164320.287439","74.25"
"1648164320.387551","73.35"
"1648164320.487355","73.22"
"1648164320.588814","73.48"
"1648164320.6876988","75.15"
"1648164320.7874901","77.61"
"1648164320.88744","80.57"
"1648164320.987628","84.31"
"1648164321.087757","87.28"
"1648164321.1877398","89.73"
"1648164321.28751","92.05"
"1648164321.387825","93.09"
"1648164321.4878201","93.6"
"1648164321.5875661","92.83"
"1648164321.687943","90.89"
"1648164321.787808","88.57"
"1648164321.8880498","85.6"
"1648164321.98795","82.25"
"1648164322.088099","78.9"
"1648164322.187789","76.44"
"1648164322.287938","73.99"
"1648164322.38797","73.48"
"1648164322.4884732","72.83"
"1648164322.5883589","73.48"
"1648164322.688137","75.28"
"1648164322.788107","77.74"
"1648164322.888177","80.7"
"1648164322.98806","83.8"
"1648164323.0880718","87.28"
"1648164323.188064","89.6"
"1648164323.2879791","92.05"
"1648164323.388128","93.47"
"1648164323.488095","93.86"
"1648164323.589806","92.7"
"1648164323.688169","91.15"
"1648164323.788219","88.44"
"1648164323.888208","85.73"
"1648164323.988273","82.25"
"1648164324.088185","79.03"
"1648164324.188389","76.44"
"1648164324.288481","74.12"
"1648164324.38847","72.7"
"1648164324.488419","72.83"
"1648164324.588248","73.48"
"1648164324.688247","75.41"
"1648164324.78847","77.74"
"1648164324.8884559","80.83"
"1648164324.9883718","83.8"
"1648164325.088562","87.15"
"1648164325.188359","89.6"
"1648164325.288901","92.18"
"1648164325.388386","92.83"
"1648164325.488404","93.6"
"1648164325.595615","92.96"
"1648164325.688411","91.41"
"1648164325.788459","88.44"
"1648164325.888543","85.47"
"1648164325.988827","82.25"
"1648164326.088521","79.15"
"1648164326.1884959","76.44"
"1648164326.2887092","73.99"
"1648164326.3886158","73.22"
"1648164326.488676","73.09"
"1648164326.589189","73.61"
"1648164326.6887538","75.28"
"1648164326.788676","77.48"
"1648164326.888748","80.57"
"1648164326.989005","83.8"
"1648164327.0888","87.15"
"1648164327.189089","89.73"
"1648164327.288974","92.31"
"1648164327.388893","93.09"
"1648164327.489066","93.6"
"1648164327.589005","92.57"
"1648164327.688962","91.15"
"1648164327.788904","89.09"
"1648164327.888963","85.6"
"1648164327.988935","82.25"
"1648164328.089035","79.03"
"1648164328.188969","76.06"
"1648164328.28906","74.64"
"1648164328.38927","73.35"
"1648164328.4889889","72.96"
"1648164328.591628","73.61"
"1648164328.689356","75.28"
"1648164328.789089","77.74"
"1648164328.889201","80.44"
"1648164328.989165","84.18"
"1648164329.089252","87.54"
"1648164329.1895978","89.86"
"1648164329.289288","92.18"
"1648164329.389219","93.34"
"1648164329.489568","93.34"
