1.647989984149408102e+09,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01
1.647989984150940895e+09,1.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
1.647989984152298927e+09,2.900000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984153517008e+09,4.200000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984154864073e+09,5.700000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984156109095e+09,6.900000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984157442093e+09,8.200000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984158657074e+09,9.500000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984159755945e+09,1.060000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984161097050e+09,1.190000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984162244081e+09,1.310000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984163583994e+09,1.460000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984164839983e+09,1.580000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984166177034e+09,1.710000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984167374134e+09,1.830000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984168746948e+09,1.970000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984169978857e+09,2.100000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984171481133e+09,2.230000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984172918081e+09,2.380000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984174401045e+09,2.530000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984175964832e+09,2.670000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984177300930e+09,2.810000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984178644896e+09,2.930000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984179991007e+09,3.060000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984181209087e+09,3.170000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984182590961e+09,3.300000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984183784008e+09,3.410000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984185177088e+09,3.540000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984186354876e+09,3.650000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
1.647989984187829971e+09,3.780000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02
