"9.5367431640625e-07","1702993.0","-3.2","3.2","1.6"
"0.03893399238586426","1703093.0","-3.2","3.2","1.6"
"0.1389141082763672","1703193.0","-3.2","3.2","1.6"
"0.2388601303100586","1703293.0","-3.2","3.2","1.6"
"0.33888792991638184","1703393.0","-3.2","3.2","1.6"
"0.4389047622680664","1703493.0","-3.2","3.2","1.6"
"0.5390100479125977","1703593.0","-3.2","3.2","1.6"
"0.6389670372009277","1703693.0","-3.2","3.2","1.6"
"0.7389340400695801","1703793.0","-3.2","3.2","1.6"
"0.8389508724212646","1703893.0","-3.2","3.2","1.6"
"0.9389669895172119","1703993.0","-3.2","3.2","1.6"
"1.0390229225158691","1704093.0","-3.2","3.2","1.6"
"1.1393628120422363","1704193.0","-3.2","3.2","136.8"
"1.2392630577087402","1704293.0","-3.2","3.2","136.8"
"1.3390848636627197","1704393.0","-3.2","3.2","136.8"
"1.4390909671783447","1704493.0","-3.2","3.2","137.6"
"1.5391099452972412","1704593.0","-3.2","3.2","137.6"
"1.639089822769165","1704693.0","-3.2","3.2","137.6"
"1.739027976989746","1704793.0","-3.2","3.2","137.6"
"1.839106798171997","1704893.0","-3.2","3.2","137.6"
"1.9392309188842773","1704994.0","-3.2","3.2","137.6"
"2.039168119430542","1705094.0","-3.2","3.2","137.6"
"2.139194965362549","1705194.0","-3.2","3.2","137.6"
"2.2392661571502686","1705294.0","-3.2","3.2","137.6"
"2.33917498588562","1705394.0","-3.2","3.2","137.6"
"2.439831018447876","1705494.0","-3.2","3.2","258.4"
"2.53938889503479","1705594.0","-3.2","3.2","258.4"
"2.639657974243164","1705694.0","-3.2","3.2","137.6"
"2.739182949066162","1705794.0","-3.2","3.2","-243.2"
"2.8392598628997803","1705894.0","-3.2","3.2","-654.4"
"2.939281940460205","1705994.0","-3.2","3.2","-197.6"
"3.0393898487091064","1706094.0","-3.2","3.2","246.4"
"3.1392199993133545","1706194.0","-3.2","3.2","642.4"
"3.239191770553589","1706294.0","-3.2","3.2","1030.4"
"3.339279890060425","1706394.0","-3.2","3.2","887.2"
"3.4393317699432373","1706494.0","-3.2","3.2","432.0"
"3.539259910583496","1706594.0","-3.2","3.2","-11.2"
"3.6392369270324707","1706694.0","-3.2","3.2","-418.4"
